title,review_text,username,date
Your Name Please!,"Your Name is a lively combination of romance, identity, and culture. I went into the film with a very little understanding of the plot's complexities. From the trailer, I assumed Your Name would be an anime Freaky Friday love story. The framework of the narrative certainly fits into my initial assumption. Yet, there is a multitude of undercurrents in the film which make Your Name stand out. For starters, Your Name constantly changes themes and mood. Often, I found myself laughing and, a few minutes later, would suddenly be on the verge of tears. The movie's eclectic flow makes for a constantly engaging experience. The Freaky Friday element is roughly half of the film's two-hour runtime. In fact, a plot twist in the film literally took my breath away. Your Name is the rare film which combines overwhelming variety and makes everything fit organically. Through variety, the anime earns a conventional ending between protagonists, Mitsuha and Taki. While body switching is the plot's main intrigue, the film adds complexity through its exploration of Japanese culture. Japanese gender identity is explored with such a masterful hand. In subtle strokes, the viewer understands the sheer contrast in the lives of Japanese men and women. For example, a group of men have a crush on a female co-worker; Mitsuha, in Taki's body, simply initiates conversation with the desired woman and, with ease, sets up a date. When Taki is back to normal the next day, his male coworkers all line up disgusted by his act of group betrayal. The scene effectively demonstrates the strength of the herd like quality of gender in Japan. It's no surprise then when Taki, in Mitsuha's body, finds such humorous wonder in the breasts he suddenly gains. A contrast can also be noticed in the struggle between the past and present. The present is Taki's experience of Tokyo. Likewise, the past is illustrated by Mitsuha's familial duty to her small town's local shrine. In other words, the film merges Japanese spirituality with modern sensibilities. A desire to escape and return to the country define the film's ecliptic take on Japan. Mitsusha is your typical country girl with a thirst for a life in the city. Meanwhile, Taki finds beauty in Mitsuha's country town. The viewer amusingly experiences each setting (Tokyo and Itomori) through the unique lens of the protagonists. Ultimately, a comet and local god guide the distant figures into a surprising collision course. As a result, fate is sealed by the two somewhat metaphysically dissimilar sources. The forces of science and divinity augment Your Name into making the seemingly fated connection all the more plausible. The film is a testament of the ""opposites attract"" sentiment. In summary, the film has a real beating heart. I will end my review saying Your Name is the best looking animated film I have ever seen. The colors are always pleasingly vibrant. Additionally, all of the scenes are lovingly rendered and pulsating with life. I haven't walked out of a theatre with such a positive perspective on life in a long time. If you live in a city, you ought to take the time to experience this anime masterpiece.",kraytdragon-sean,4/7/2017
Movie of the year,"Your Name is one of my favorite movies of all time and will always have a special place in my heart. Its animation, soundtrack, story, everything about it is just amazing and something barely seen. The Idea that the two main characters switch bodies every once in a while is something almost never seen in anime and it pulls it off perfectly. It has one of the biggest twists and a very satisfying ending that will keep you on your toes for the whole of part 2 just to get to it. You can tell that there was an immense amount of effort and passion put into this film and I beg you to watch this masterpiece.",edjosephson,1/31/2018
"""A Soulful Journey Through Time and Space""","I wonder how the Academy didn't nominate this lovely picture. It could be one of the greatest love story of all time. If you haven't watched this Masterpiece, Please Make yourself an offer you can't refuse... And watch this Masterpiece.

""Your Name,"" directed by Makoto Shinkai, is a mesmerizing animated film that has captivated audiences around the world since its release in 2016. The story intricately weaves themes of love, fate, and the connection between two distinct worlds, leaving viewers both enchanted and reflective long after the credits roll.

The film follows the lives of two teenagers, Mitsuha Miyamizu, a girl from the rural town of Itomori, and Taki Tachibana, a boy living in bustling Tokyo. Their lives take an unprecedented turn when they inexplicably begin to switch bodies intermittently, creating a unique and humorous situation that allows them to experience each other's lives. As they navigate this bizarre phenomenon, they develop an emotional bond that transcends distance and time. As their lives intertwine, they develop a deep connection and a desperate desire to meet in person.

Shinkai's masterful storytelling is a highlight of ""Your Name."" The script is laced with humor, emotion, and poignant moments that resonate deeply with viewers. The pacing is spot-on, perfectly balancing lighthearted scenes with heart-wrenching turns. The character development is profound, particularly as both Mitsuha and Taki struggle with their feelings of longing and connection despite being separated by vast distances. Their journey is both personal and universal, exploring the themes of love and the quest for identity.

Visually, ""Your Name"" is a stunning achievement. The animation is breathtaking, with each scene meticulously crafted to evoke emotion. The vibrant colors and intricate backgrounds beautifully capture the contrast between Mitsuha's tranquil rural life and Taki's fast-paced urban existence. The attention to detail, from the shimmering starry skies to the bustling streets of Tokyo, immerses the audience in the world of the characters, making their experiences feel tangible.

The film's score, composed by the renowned band RADWIMPS, enhances the storytelling immensely. The music is evocative, with melodies that perfectly complement the emotional beats of the narrative. Songs like ""Zenzenzense"" and ""Sparkle"" have become iconic, encapsulating the essence of the film and leaving a lasting impression on its viewers.

One of the most compelling aspects of ""Your Name"" is its exploration of fate and the connections that bind us. The concept of threads of destiny tying people together is beautifully illustrated throughout the film. As Mitsuha and Taki navigate their extraordinary circumstances, they grapple with questions of identity and purpose, ultimately leading to a breathtaking climax that ties their story together in a way that is both surprising and satisfying.

""Your Name"" is a cinematic masterpiece that transcends cultural boundaries. Its blend of fantasy, romance, and drama creates a rich tapestry of storytelling that resonates with anyone who has ever experienced a deep connection with another person. The film is a reminder of the beauty of human relationships and the magic that can exist in our lives, no matter where we are. Whether you're a fan of anime or a newcomer to the genre, ""Your Name"" is a film that deserves to be seen and cherished.",chiragrathod09,8/14/2024
One of my favorite animes ever.,"This thing is romantic, funny, mysterious, tragic, compelling, effortless, and purely wonderful, all of which could've easily fallen apart if the ending wasn't so absolutely perfect. I think, because of the confident way the story is told, a second viewing would really make it soar.",matthewssilverhammer,5/6/2018
A somewhat hollow piece of media,"For those that is about to destroy me for the headline, yes, I mean it (I am not sorry). When I finish watching it, I walked out feeling ""Huh, that felt like literally nothing"". It was strange and alien to me how people can even shed a single tear watching this movie (it's not wrong to do so, I just couldn't understand the idea of doing so and yes, I did cry watching other anime before). The movie is artistically stunning and all of the aesthetic were wasted on a story that feels badly stitched together by somewhat decent characters and an okay climax. It's not bad per se but I think that it deserves too much credit for doing so little. In conclusion, it's fine if you like the movie but if you think too hard while watching, it will ruin your experience.",imadethisaccounttovent,3/7/2022
Best romantic story of my life,"I have rated more than 1000 movie on IMDb. So, when I write that this is the best movie I have ever seen and the only movie that I wrote a review about, I mean it. I always had a deep fear that I will never meet my other half, and this movie perfect capture that feeling. There is a pain when you wake from a perfect dream and you realize that you will forget about this perfect world, that was your whole world for that few moments. I am afraid that I will cross the one without even saying hi to her. I will say this is a must watch movie for everyone. Good graphics, excellent story, and you are genuinely happy at the end of the movie.",rohg26,6/3/2017
It's okay but not THAT good.,"The movie was clearly made to be on big screen and make everyone averagely happy. The animation and emotion? I expected much more of Makoto Shinkai who was behind the art of the opening and trailer of Ef: A Fairy Tale of the Two. That was stunningly beautiful animation and storytelling! Instead, you can find a more generic style in this one with loads of anime and drama/romance clichés: Cute and generic sounding voice actors? Check! Older and cool character who smokes? Check! Bad parent? Check! Wise and cute grandma? Check! Not-that-beautiful best friend? Yes! I could go on...""I'm adding shrine culture and craftsmanship!"" was also there big time. One thing that was totally absent for me was that the romance between the characters was based on...nothing.
The soundtrack reminded that of a big screen American animation but sung in Japanese. It sounded musical-like and childish at times. Plot was average to a higher level of average. It's a body-swap movie as one can see in the trailer and that's been done a lot before. However, there's a good twist which made me enjoy the movie a lot in the end, combined with other elements of the second half. I'd recommend watching on in case the first half doesn't do the trick for you. All in all, not a masterpiece or anything but watchable.",baharuka,6/5/2020
Everything I want a movie to be,"I'll be honest with you, I'm not the biggest fan of anime. Not in the sense that I particularily dislike it but rather in the sense that I haven't seen that many anime shows or movies. Of course I've seen most of the Ghibli films but that's pretty standard even for a normie like me. In terms of Makoto Shinkai I hadn't seen a whiff before I saw Your Name (Kimi no na wa). However this one reached such an unsual amount of praise and attention compared to other anime films that even I got curious after some time. Could this movie be worth all the hype? Could it appeal even to someone relatively unversed in anime? 

And the answer was a thousand times yes! Your Name contains everything you could ask for out of any movie, not just animated ones. Romance, heart, passion, visual splendor, suspense, humour and much more. Many of these things have been lacking in most recent Hollywood movies as they seem to be getting more and more transparent in how safe they're playing it and how unpassionate their films are. I never thought to look to a whole other culture to find all these things that I've wanted more of for so long, but here we are! 

Your Name is beautiful in every sense of the word. Firstly from a visual standpoint. By now I've seen quite a few Shinkai movies and they all look really great, but man does he outdo himself here! Every movement looks fluent, every colour is expressive and vibrant, every expression on the faces of the characters looks natural. The whole movies is gorgeous because of all of these things, but the final act is where it really pops thanks to the grand epic scale of what is happening on screen. But perfect visuals are nothing without a good story, and thankfully Your Name has it. You've probably heard that the premise is that a boy named Taki and a girl named Mitsuha start switching bodies inexplicably. I think you should watch this movies with a clear mind, so I won't say anymore, just know that there's more to it than that, and the film takes many unexpected twists and turns. 

Also I need to touch on the fantastic soundtrack by RADWIMPS. I wasn't sure if their music would work well together with this rather dramatic and lofty premise, but the music is such a perfect fit for the visuals and it always seems to exactly match the emotion that is being created by the scene. I have all the songs on my playlists now and I listen to them practically every day during my spare time, it's that good!

By the end of the film I felt like I had had such a complete experience. I had been laughing, I had been moved deeply by the dramatic scenes and I had been gasping at the visual spectacle. I really do not know how anybody could watch this film and end up finding nothing to like, it really does feel like there is something here for everyone. What I ask most of all out of any movie, is to entertain me and to move me, and Your Name did that better than most movies I have ever seen. It really did give me everything I could possibly want!",hcarljohan,1/29/2018
Donnie Darko w/Boatloads of Sweetness Instead of Angst,"Oh, and gorgeously animated.

I think that's a fair way to sum up this movie. It starts out as a fantasy and, as it reveals more puzzle pieces, you realize it's more science fiction. There are tightly plotted reasons for everything that's going on, all of which are revealed in good time.

Like like all good puzzle movies, there's a thrill every time something is revealed that ties things together. It's complex enough that you want to see it again immediately, but no so complex that you have any doubt as to what basically happened.

Like Donnie Darko, while it's busy scrambling your head and keeping you guessing, it is somehow managing to be deep, both emotionally and thematically (the latter drawing on Japanese culture and religion). Unlike Donnie Darko, it's never dark and disturbing in a creepy way, although there is plenty of danger and peril. Instead, it radiates sweetness and love, without ever becoming saccharine.

Donnie Darko is one of my two or three favorite films of all time, so this is high praise. Of all the films I've seen since, nothing has come closer to matching its combination of thrilling revelations, emotional resonance, and thematic depth than Your Name.",emvan,4/12/2017
Superb,"This anime is amazing! The storyline is amazingly written out and full of suprises and plot twists. I kept wondering what would happen next. The art work is amazing as well, beautifully done.",annemariepaarden,4/8/2020
Eyegasm,My eyes had an orgasm. This movie is really flipping fantastic.,thetatlocker,10/15/2018
"Wistful, poignant and ultimately uplifting; beautifully animated and wonderfully inventive.","There's a distinct and slightly jarring protagonist switch just far enough in for you to really notice it, but it's a testament to 'Your Name (2016)' that - though it could have been ironed out relatively easily with some structural smoothing or a slightly simpler two-handed approach - this is perhaps its only real issue and it isn't even all that detrimental, considering that it allows us to develop a proper emotional connection to both leads from an internal perspective, actually mirroring the fantastical conceit driving the beautifully animated and wonderfully inventive narrative. The piece is a joy to watch and takes a number of turns that are genuinely unexpected. It's a wistful, soulful and poignant experience that's also an entertaining and, ultimately, uplifting one. It does seem to say something quite profound while always managing to delight and mystify with its deftly handled story and properly stirring themes. 8/10",Pjtaylor-96-138044,3/12/2018
Good but not great,"This film is so overrated. I don't mean it's bad. But not good as most people praised.

It's fiction is average, story is in somewhere with cliché and original. But it's dramatic and emotional way handled very successfully. It's the main thing about the film that catch people's feeling. So, i believe many people made comments in the effect of their feelings and it prevent people from doing subjective review.",sercankvs,8/1/2022
Unexpectedly good,"I didn't expect expect to like this movie as much as I did. The animation is stunning, the story is engaging and the movie complements everything perfectly.

Watch it, you'll find yourself captivated.",flechterinhe-39253,2/7/2018
Your Name: Not as good as it should have been,"I'm a fan of studio Ghibli, I believe the likes of The Red Turtle (2016) and Grave Of The Fireflies (1988) are masterpieces so I like giving these types of similar animation a chance even if they aren't made by the same people.

Your Name heavily reminds me of Ghiblis work, it has that beautiful animation style and emotion driven storyline.

It tells the story of two high school students, one in Tokyo and one in a small village outside of the city whose lives are bizarrely connected. The movie successfully twists, turns and fascinates but when the credits rolled I found myself a tad underwhelmed.

The concept, the animation, the beautiful soundtrack, it all promises more than it delivers.

Your Name is by no means a bad film, it just flounders and doesn't seem to come close to its potential. It is beautiful, it is sweet and its some heartfelt stuff but the emotional tour de force I was expecting? Hardly.

At time of writing its the 83rd highest rated movie on IMDb and won 10 of the 11 awards it was nominated for. Consider me somewhat surprised on both fronts.

A sweet little animated tale all the same ideal for people who enjoy studio Ghibli's work due to the similarities.

The Good: 

Sweet opening credits 

Great soundtrack 

Very likable 

The Bad:

Underwhelming 

Should have been better 

Things I Learnt From This Movie:

When you find yourself singing along to a song in a language you don't speak nor understand you may have a problem",Platypuschow,10/29/2017
"Good made movie, not that great plot.","This movie will please those people that have that teen romantic side. That side that says that your love is somewehere on the world, and you will be together by some sort of mystical or non-conventional way. If you don't have that teen side don't watch that movie. Don't get me wrong, It's well made. But the plot falls short, it misses the opportunity to talk about more interesting topics rather than one hour and a half about a teen mind-made romantic history. It can talk about want to be another person and what you are now, or the need to have a femenine and a masculine perspective for having much more empathy... Overall, I was very disappointed.",aitorvb,10/15/2016
Utterly amazing,"Makoto Shinkai is a director who I've always found intriguing. Even when I didn't care for his works I always felt there was a unique vision there, but it wasn't until 2013's Garden of Words that I felt he had truly been able to satisfactorily express that vision.

Your Name, though, is the movie it was all leading up to. Once again Shinkai is concerned with distance and connection. Here, two young people keep switching bodies and living bits of one another's lives. Much of the first half of the film is a light comedy about the wackiness of such a life, but the story deepens and the movie becomes wonderfully suspenseful and touching.

At this point, Shinkai has complete control of his craft. Visually the movie is utterly stunning, with absolutely breathtaking moments. The story draws you in slowly and believably. The characters are engaging, the pacing perfect, every moment just what it should be.

Watch it.",cherold,10/3/2019
This Film Proves That Romance Movies Can Be Cute Without Sex or a Kiss,"Your Name (Kimi no Na wa) is a masterpiece of animation and storytelling that shows how powerful and touching a love story can be - without needing any explicit scenes or even a kiss. It's sweet, emotional, and beautifully crafted from start to finish.

The animation is absolutely stunning. From the glowing cityscapes of Tokyo to the peaceful rural town of Itomori, every frame is full of life and detail. The visuals alone are enough to keep you mesmerized, but the story takes it even further.

The plot is a unique and original take inspired by Japanese culture and folklore. A mysterious body-swap between a city boy, Taki, and a country girl, Mitsuha, becomes something much deeper - involving time, memory, and fate. It's clever, emotional, and completely unpredictable. The scene when Taki write ""I love you"" at mitsuha hand still make me cry

What stands out the most is how pure and genuine the romance feels. There are no over-the-top love scenes, no dramatic kissing moments - just connection, longing, and the simple but powerful desire to find someone who means everything to you.

The music by RADWIMPS is emotional and uplifting, perfectly matching the film's tone and helping deliver some unforgettable moments. I could listen the song over and over again, never feel boring

In a world full of romance stories that often rely on physical intimacy, Your Name proves that love can be shown through emotion, effort, and the smallest moments - and still feel just as powerful. It's cute, heartwarming, and unforgettable.",hazz208,9/6/2025
Missing and striving is the epitaph of love and youth,"It's easy to meet, but it's hard to meet again. Body exchange is not a new subject, but the film is still moving. Everyone in a period of life, always believe that they will meet a person who is destined to meet. Even we don't know who he is, but still believe that we will meet each. This kind of ""belief"" that most of us have already given up, so we will go to the movies to see the male and female owners whether they give up or not.",Wccsua_y,4/13/2020
My best anime ever,"What a movie
From the first minutes of this masterpiece, you will be attracted to its incidents and characters.

A very different story which starts as a dull movie but turns out to be the best anime ever seen in your whole life.

You will feel that you live in the movie , you will feel isolated from your whole place and you are living in the movie.

A very nice 106 minutes you will live watching the movie .

Watch it with someone you love the most and it will be a very memorable moments between you and your beloved one .

This is my first time to spend some time writing this long review of any movie , but this masterpiece deserves it .

Enjoy.",zamalekfan1981,4/29/2023
one of the best animated movies ever!,This movie will intrigue you from start to finish. i can not say it any simpler that that.cause i may get started on a rant of how good it is,giscard_johannes,7/2/2018
Masterpiece,I think everyone should take some time off and watch this amazing movie,stre-17557,8/19/2019
"If I were you, how would you be me?","It's not for nothing that this film became the second most commercially successful domestic film of all time in Japan. An anime love story.

A central theme of the film is fate and the connection between people brought together by inexplicable forces. ""If I were you, how would you be me?""

The way the characters deal with this extraordinary situation and gradually fall in love with each other is extremely touching and authentically portrayed. The film manages to maintain the balance between fantasy and reality, which makes its story accessible to a wide audience.

The animation in ""Your Name"" is breathtaking, showcasing the beauty of both rural Japan and urban landscapes. Each scene is masterfully crafted and contains numerous details

The story is a bit confusing at times and certainly not for everyone. The music also takes some getting used to. But all in all entertaining. I would leave it open whether it is a masterpiece. But definitely a great film.",DLochner,2/26/2024
The most epic anime I have ever seen.,"This is my first Makoto Shinkai anime ever to watch. Emotional, compelling, beautiful and epic. This is perfection at its finest. It's gripped me in this world that I wish could go on forever. This is a must see for everyone. This is something you don't wanna miss and if you do, trust me, you'll miss out on one of the best stories ever made. I have to go see his others just to see how he arrived to this amazing type of story telling.",nestoryaviti,5/18/2018
Visually Stunning but Emotionally...,"""Your Name"" is a visually stunning anime film with a captivating story about two teenagers who find themselves inexplicably connected through dreams and body-swapping. The animation is breathtaking, and the film's score complements the visuals perfectly, creating an enchanting atmosphere.

However, while the movie is good, it didn't quite reach the exceptional level for me. Despite its widespread acclaim and the emotional responses, it generates from many viewers, I didn't find myself moved to tears. The story is engaging, and the premise is unique, but it didn't resonate with me as deeply as I had anticipated.

Overall, ""Your Name"" is worth watching for its artistic beauty and intriguing plot, but it might not have the profound impact on everyone that it has had on others. It's a solid film that's visually impressive, but it didn't quite hit the emotional highs I expected.",mearslanahmed,8/2/2024
Masterpiece,"Beautiful movie! The art the animation , all of it are wonderful. It's really good watch it.",padelhs,9/11/2021
A quiet masterpiece.,"Taki and Mitsuha suddenly find themselves temporarily living each other's lives. What happens when they finally decide to meet?

This film boasts glorious storytelling, blending modern fantasy with traditional Japanese history, which explains its universal appeal. It's enchanting without being overly complicated, and the emotional beats land beautifully thanks to careful pacing and attention to detail.

The animation is genuinely beautiful, full of warmth and intricate detail that supports the story without ever feeling excessive. There's no violence, no chainsaws, just a romantic fantasy that unfolds with quiet, old-fashioned enchantment.

I often struggle with dubbed movies, but having seen this both in the original Japanese and the dubbed version, I can say it works very well either way. The voice performances are excellent, and neither version diminishes the charm or impact.

Compared to a lot of the generic, overblown output coming from Hollywood right now, this feels like a masterpiece of subtlety, heart, and craft. Funny, heartwarming, and dare I say, unexpected - a film that even non-anime fans can fall for.

9.5/10.",Sleepin_Dragon,12/29/2025
A coming of age master piece,"Had Already watched the Japanese version and now watched the English dub version (which had average voice acting/. Still can't get over how amazing this movie is. I was under a lot of depression when I went to watch it , knowing very little about what was at offer. And boy was I entertained! Since then, I've bought the soundtrack album in Japanese, read the novel on which the movie is made and amongst all this , my depression has cured. It's unbelievable! There's nothing wrong with the movie at all! The rating ⁉ 11/10 for me! :P PS those who still don't trust all the positive user reviews should just realize that the metascore is 78! It's not easy at all to get that high number. The bottom line being that it's a roller coaster ride of emotions that is bound to make a long lasting impact upon you. Highly recommend watching it in Japanese as that's how the director wants us to see it.",vibhanshg,4/7/2017
Close to perfection,"Let me say first that this piece of art is so impressive to me that I doubt that my words would be sufficient to describe how I feel and think about it. Therefore I will try to use an analogy, so bear with me. 

But beforehand let me quickly mention that the formal and technical sides of this movie are very good - nothing to complain. There should not be any doubt about that. The drawings are beautiful, the animation is fluid, the colors are well chosen, the music is composed and played gorgeous.

Now regarding the content: To me personally it is nothing less than a masterpiece; no way around it. It is not merely a movie it is a piece of art like a poem, like a (metaphysical) parable. It is one of the movies that are enjoyable to think about because they are complete, because they are whole - like a an organism. If a regular narrative is a line this movie is a circle. (not circular)

The experiential aspect I can only describe by means of an analogy: like the tongue distinguishes a handful of tastes the soul distinguishes a handful of emotions like joy, sadness, fear, surprise and so on. Something could feel sad like something can taste sweet but that does not say anything about the complex quality behind that sweetness. Just because chocolate and bananas are both sweet does not mean they taste the same. Are you following?

Likewise not every sad movie is sad in the same way. It does not have always the sadness of the same kind, it can be of a well composed kind of sadness or of a cheap and poor kind. They taste different. 

So applied to the movie I can say, without exaggeration, that I have never tasted such rich and well-composed emotions, feelings and thoughts in one movie. Such an exotic taste. Partially this move has something of a myth, it gives you a glimpse of the indescribable. In this case, in ""your name"", time and first love plays a role but again: in an exotic way I have never encountered before. 

In conclusion: Any adjectives like ""beautiful"" or ""brilliant"" would only cause insufficient associations that wont do justice to that artwork. Just like you wouldn't ever be able to feel the taste of an exotic food or fruit by the mere description you got you cannot even conceptualize how this movies ""tastes"". 

My recommendation is - taste and see that your name is good!",grossvisier,6/20/2017
"Must watch one, great story",Probably the best animaton ever & one of the greatest love story.,Shakiul,2/6/2018
Watch it even if you don't like anime,"I don't know why I decided to watch this movie, but I'm glad I did. Was very good. Watch it even if you don't like anime.",jack_hasanov,8/27/2021
Words can't describe how fantastic it is.,"Your Name, also known as Kimi no na wa, is an anime film is directed by Makoto Shinkai and it is based on the book written by Shinkai. It tells the story of a boy named Taki, a high school boy who lives in Tokyo who out of some bizarre miracle, begins switching bodies repeatedly with a high school girl named Mitsuha who lives out in the country. The two learn about one another through various hi- jinks and need to find a way to pair up and stop something from happening.

The movie was English dubbed by Funimation and came to select theaters in North America for a week and I have been dying to see this after hearing about all the buzz regarding it, and I'm not going to lie, this was one of my most anticipated films of the year. So, how did I feel about the movie after seeing it? If you couldn't guess by the rating, I loved it!

The movie was incredibly engaging and I was on the edge of my seat throughout the entire film. The story is simply immersive, with many surprising twists and turns along the way that can really bring you into the experience. The mystery of the movie is an element that really drew me in, and it lead to me thinking of some questions that eventually got answered as the movie pressed on. The movie is very emotional with many scenes that will send you The interaction between our two leads Taki and Mitsuha is definitely strange to say the least, but in a good way, even if their interactions are awkward. I'm just going to leave the explanation regarding the story and characters off right here because it's hard for me not to review this particular film without talking about the film in-depth.

The animation is fantastic to look at as well. The designs for the back grounds in particular really gave me a feel for what the city in the country looks like as well as what Tokyo looks like. The CGI does a surprisingly good job at blending in with the traditional animation. Even the movements of the characters look natural, as well as the environments. Even though the art style is no new anime art style, it still is a very well polished one. During one scene, the art style goes through a major change that would last for a few minutes and personally I loved the change. I loved the vocal songs that were featured in the movie. As someone who isn't a fan of modern music, I found them quite refreshing, even if they are just English dubbed.

Your Name is simply a fantastic movie experience regardless of whether you're an anime fan or not. It's really easy to see why it gained critical acclaim in Japan and multiple awards. The story is incredibly gripping and our two lead characters are both very interesting and very likable. The animation is beautiful from start to finish and the vocal songs felt refreshing. I'll be honest, it was very hard to find a legitimate flaw with the movie. However, if I do have one legitimate criticism towards the film, it's that the film starts off pretty slowly and is not as engaging as it is later on. However, I can afford to forget about that since it didn't bother me that much. While it's in theaters for a limited amount of time, go see it. This film has to be seen to be believed.

If I could make a recommendation however, I do think the movie is more suitable to older audiences in spite of the PG rating. I wouldn't recommend the movie to those under the age of 10 due to some suggestive themes that might not be appropriate for audiences under that age. If you do plan to bring kids under the age limit, make sure to keep an eye out for them.",eparazak,4/8/2017
"A bright, sensitive and spectacular anime that achieved great success worldwide.","The young Taki lives in Tokyo, the young Mithusa in a small mountain village. Mitsuha and Taki are complete strangers living separate lives until they suddenly switch places. During the dream, the bodies of both are exchanged. Mitsuha wakes up in Taki's body, and he in hers. This occurrence happens randomly, and they must adjust their lives around each other. Yet, somehow, it works. Confined in a body that seems strange to them, they begin to communicate with surprising consequences. So they build a connection by leaving notes for one another until they wish to finally meet. But something stronger than distance may keep them apart. Experience Japan's #1 film of 2016, from visionary director Makoto Shinkai !.

The germ of this anime titled originally Kimi no na was (2016) was Shinkai's visit to the city of Yuriage in 2011. The municipality was affected by the terrible earthquake that devastated the region, and the terrifying image seriously impacted the director. And although the town is made up, the place is inspired by several real locations such as the city of Hida, in Gifu prefecture, which has received a tremendous tourist boost after the release of the film thanks to the continuous pilgrimages of fans who come to visit the most recognizable locations.

Shinkai is known as the Hayao Miyazaki of the new generation. He directed this ""Your Name"", considered to be one of the highest grossing films in Japanese cinema and which even surpassed the release of ""Spirited Away"" in 2016. Regarding the plot of the film, the director cites the influence of works such as the manga Boku wa Mari no naka by Shuzo Oshimi, and Ranma 1/2 by Rumiko Takahashi, the classic novel Torikaebaya Monogatari and even the famous Interstellar by Christopher Nolan.

The sensitive soundtrack of ""Your Name"" is provided by the Japanese rock group Radwimps, adjusting the songs to the script, but also vice versa, thus improving the harmony between development and music. Your Name does not hide its desire to be a romantic blockbuster, effectively demonstrating that a cathartic and satisfying experience can be offered with the typical elements of Japanese anime, managing to fit the elements together masterfully. The result is a brilliant and spectacular film that is perfect for beginners to get into the anime environment.

This fantasy anime won the award for best animated film at the 2016 Sitges festival, Public Award in the Animation Festival of Bucheon and several awards in the Japanese Film Academy, as well as being nominated for best director and best independent film at the 2017 Annie Awards. The motion picture was stunningly annd competently directed by Makoto Shinkai . He is a Japanese director, writer, producer, animator, editor, cinematographer, voice actor, manga artist and former graphic designer. Shinkai studied Japanese literature at Chuo University where he was a member of juvenile literature club where he drew picture books. He made many commercials, and thanks to them he was able to explore new registers that helped him develop as a scriptwriter. Specifically, his work with the commercial 'Cross Road' is seen as a prototype of the changing dynamics between the stories of Mitsuha and Taki. In 1999, Shinkai released She and Her Cat, a five-minute short piece done in monochrome. His best knows films are The Place Promised in Our Early Days (2004), 5 Centimeters Per Second (2007), Children Who Chase Lost Voices (2011), The Garden of Words (2013), and Your Name (2016). His favorite anime is Castle in the Sky (1986) by Hayao Miyazaki. Kimi no na wa(2016) rating: 7.5/10. Better than average.",ma-cortes,12/10/2024
Overrated,"Your Name is one of those movies/shows where I just don't understand the ridiculous praise it gets. Yes, the concept of body swapping is interesting and well executed in the first half. But then it starts to become full of extremely vague or completely unexplained plot points that break immersion and leaves the viewer unsatisfied. It's a complete mess. The ending is also dumb and negates the entire point of the movie.",donahueb-81565,8/9/2018
Must watch for both anime and non anime fans.,"So I just had the pleasure of enjoying ""Your Name"" in the cinema and though I could share some thoughts.

(May contain very minor spoilers)

I've seen many movies trying to pull off the ""two people mysteriously change body with one another"", but I've never seen a movie doing a good job with it. Until now, that is. Makoto Shinkai's ""Your Name (Kimi no na wa)"" has finally succeeded at the task. With a very well deserved rating of 8.6 and 113th placing on the list of 250 top rated movies of all time, ""Your Name"" delivers us anything we could ask from it:

A terrific artwork, the movie's animation is extremely well made, with beautiful landscape scenes accompanied with an excellent soundtrack; the sky, sun, water and comets are completely astonishing and mesmerizing to watch. There is even a psychedelic like animation scene halfway through the movie during a critical moment that is deeply touching. Just like in every of Mokoto's movies, the characters are extremely well constructed and it makes you fall in love with them after 10 minutes into the movie, developing a huge emotional bound to the story. The movie had a perfect balance of everything: comedy (which isn't always present on Makoto Shinkai movies, so it was quite pleasant to see it in this one) drama, romance, some mystery, all with a touch of non-linear movie structure. It's the type of movie that will make you laugh, cry, laugh while crying… The movie's perspective constantly changes between the two main characters, what gave it a very touch and it's not something you see very often.

For every anime fan this movie is definitely a must watch, and even for non anime fans I'do recommend to give it a try!",luan_pettersson,4/14/2017
Amazing,I created an IMDB account to comment on this movie. It's amazing.,huguesdecarvalho,1/30/2018
Great,"Amazing rjsjshoa skka aka aja
Would recommend to anyone,great music by radwimps as well.Plot was great, satisfactory ending",fairy_tailx,4/22/2018
It simply made me feel again,"What it says above. It's so fresh, so new and so wholesome without being cringy. It has made me genuinely and wholeheartedly cry. I would never have forgiven myself for not watching this film. I",stnikolovce,7/25/2020
Just Amazing,What a Beautiful movie. 10/10 I was on Facebook earlier and some random friend had shared this movie. I don't know what to say besides what a lovely movie! its so beautiful and sad at the same time.,madszieglerk,12/31/2017
Creative and stunning but...,"The animation in this movie is absolutely stunning. The creative twist on the red string of fate also captured my attention.

However, I found the characters underdeveloped. They had little personality to them. In a movie supposedly meant to move you, I did not root for the characters to prevail or even relate to the characters. For that reason, I couldn't give this movie a higher rating.

However, it is an absolutely stunning movie, and I throughly enjoyed the more ""movie montage"" moments and the corresponding music.",yureskowrites,12/27/2019
A Beautiful Masterpiece,"In today's world where every single movie or cartoon is made for the masses without any human touch where all characters look like robots. Well, this movie is a complete opposite. Amazing story and beautiful artwork will take you into this film as you are the one of the protagonist, you will feel exactly what they feel and that is something i haven't experienced in a while.",isotrbo,1/13/2018
mask,"""Your Name"" it's the strongest definition of ""style over substance"" the animation it's fantastic, the soundtrack it's really enjoyable and the backgrounds arts it's beautiful. But the plot of the movie it's a little bit soft, it's like see your (a)typical romantic movie. It's glad to watch but like a said it's ""style over substance"".",contrerasrodolfo,5/21/2017
