title,review_text,username,date
Toy Story changed the game.,"A simple and short film that was more monumental for the animation industry than people nowadays realise. To think that they were tentative about releasing a fully CG film because people might get bored, is absurd to think about now.

Toy Story was a game changer, and it works well on multiple levels. Funny characters, a clever script and wonderful creativity exploring the hidden world of toys make for a joyful experience.

I enjoyed it a lot as a kid, and the adult jokes that went over my head would make it even more fun nowadays, if I wasn't thinking about how my old, forgotten toys must be feeling...",H4wke,2022-12-18
Wonderful!,"This movie was my childhood! Not only because it's pixar's first full-length movie, but because it has a wonderful plot! It's a great movie for all ages. I would highly recommend this movie.",crazy-chicken-man,2021-01-01
How Toy Story Reflects a Throwaway Culture,"There's no denying that Toy Story made history. It was the first full-length film animated with CGI, and for that reason alone, it's cited as a technological marvel. But technical novelty can only carry a story so far. So the question becomes- does Toy Story hold up as a film, beyond the fact that it broke new ground? On the surface, the plot is simple- Woody, a cowboy toy, gets jealous when his owner starts favoring a newer, flashier toy - Buzz Lightyear. What unfolds is a story about rivalry, identity, and reluctant camaraderie. Fair enough. But dig a little deeper, and what you find is a layered narrative about status anxiety, the fear of being replaced, and even a kind of existential crisis. Buzz doesn't know he's a toy. Woody's entire sense of self is threatened. There's a psychological undertone here that isn't often discussed. For 1995, the film was a marvel. But by today's standards, the animation is dated - the human characters, who now come off as rather stiff and uncanny. It's not something I'd hold against it but it does strip away some of the nostalgic polish once you rewatch it with a critical eye. The voice acting is solid. Tom Hanks brings real neurotic energy to Woody, and Tim Allen gives Buzz just enough deluded heroism to be both amusing and sympathetic. The supporting characters do their job - comic relief, nothing too complex. Still, the lack of a meaningful female presence stands out. Bo Peep is a character, more of a decorative afterthought than anything else. In retrospect, it feels like a film very much made by and for a certain demographic. And then there's the consumerism. The world of Toy Story revolves around the fear of being discarded - by children, by society, by the marketplace. Toys are only as valuable as their novelty. It's not subtle, and I'm not sure it's supposed to be. The entire premise hinges on the anxiety of obsolescence. One has to ask whether this was an intentional critique or a reflection of the cultural moment Pixar emerged from. In the end, Toy Story deserves recognition for what it accomplished. But that doesn't make it immune to scrutiny. It's a landmark film, yes, but not without its limitations. Let's just say it's more complex than its reputation suggests - and perhaps more revealing of the era that produced it than many would like to admit. Final verdict- 8.5/10. Impressive for what it was, worth revisiting - but with eyes open.",rgpaeplrp,2025-07-04
Toy Story,A great movie and the beginning is considered one of the best movie studios at Pixar,auuwws,2020-10-20
Heroes of my childhood!,"I've watched it countless times, but I still don't get tired of it.",tarikboran,2021-07-12
I never really thought this was the best movie...,"Toy Story is a good movie. It has good characters and a decent story. But is it really worth the hype? Yes, it's the first fully computer animated movie ever made and that's very impressive. For that reason alone, it will stand out in history. But I certainly never really thought it was the brilliant classic everyone else thought it was. Its animation is great but the story suffers from major pacing issues. There are entire moments of the movie right in the middle that bore me every time and don't stop boring me until I get to the film's climax, when it picks up again. A lot of trimming should have been done in the middle. Toy Story is good but its sequels are a lot better. So is it bad? No. But it's not brilliant. If this were 2-D, I doubt it would receive this high praise.",nilanna999,2013-07-27
Best Disney ever,"Finally a Disney movie which isn't moralistic but just fun to watch. Also it doesn't have the boring ""sing-along-songs"" so this movie is also a perfect movie for anybody about 10 years and (much) older. I really liked the computer-generated graphics because the characters moved very smoothly, something which can't be done the original way. More of these masterpieces in the future please and I will really like Disney at last, but dont't make it to moralistic and musical. That this movie is above all the other Disney -movies in the IMDB top 250 is proof of that.",Amigard,1998-09-08
Just missing that extra something,"This first entirely computer animated film by Disney is a pretty good effort, but the film seems lacks that extra something, that makes it good. The action, which does not seem to stop is ‘only' pretty thrilling and the film overall is ‘only' kind of funny (I didn't burst out with laughter once). Therefore this film can not achieve the rating good (8 out of 10) by me, for a good film (in my opinion) is good on more than just one or two levels and it has to cover the entire film (preferably exceeding in more than one genre). Nonetheless this is (again) no disappointment by Disney.


7 out of 10 (an average rating for a Disney animated feature)",stamper,2002-11-02
the cynical and the dead,"I found this amusing for about no minutes whatsoever.

The movie has ""franchise"" written all over it. Are we ready for the dolls? The Burger King cups? Heck, yes, obviously - let's reduce all imagination to cheap commodities, sell our children on an open market and let business ethics only apply.

The ""story"" is soporific, the dialog cliché, the characters banal, the message simpering wimpy crap only suited for a sado-masochist on a hangover.

Gaudy bit of CGI fluff pretending to be a ""children's classic"" - only in the dreams of the cynical and the dead.",winner55,2007-07-01
Classic,A great movie turned into a franchise the tales of Woody and Buzz. This move will never get old and hopefully be shown to all generations of children it will keep the little ones occupied for a while and most adults. I have watch this many of times and it never fails to bring back happy childhood memories. It show that you should never give up on any problems that may occur also a good inspiration/lesson for the kids it will show them never to give up. Personally i will be showing this movie franchise to my children a heartwarming way to spend a couple of hours with the family.,josephbartley,2018-07-19
One of the first animations from Pixar,"When Toy Story came, in 1995,I was 9 years old and it was a remarkable animation;Pixar wasn't famous like today, and we didn't have movies like Shrek and Finding Nemo. But I have to say that even in the present days this movie is awesome and has great graphics. Only to start, the story: The toys have life of their own, and every time we humans are distant from them, they have their lives and their own plans. Woody, until Buzz LightYear comes up,was Andy's favorite toy and also the leader of all of them. Jealous of Buzz's fame, Woody tries to get a rid of him, and because of that is totally ignored by the others toys, who once were his friends and admired him. Looking what he did, Woody goes search Buzz and them many adventures happen.",Lady_Targaryen,2005-11-10
I really need to talk about this one?,"It is just great. The beginning to the Pixar's success, Toy Story have his nostalgics feelings and his successful line. If you don't have seen this before, when you see, you're going ""To Infinity And Beyond"".",jowsazevedo,2019-08-08
To Infinity and Beyond!,"The first fully computer animated feature length movie in history is an excellent film. The story is very entertaining and Toy Story has a great voice cast. I could explain the story, but so many others have, so what's the point? Like so many animated movies produced by Disney, this was aimed at children, but who says only they can enjoy it? Thumbs up!",Op_Prime,2000-11-02
A timeless journey of friendship and imagination,"""Toy Story,"" directed by John Lasseter, is a groundbreaking animated film that marked the beginning of Pixar's illustrious journey. Released in 1995, this beloved classic explores the secret life of toys, centering on the rivalry and eventual friendship between Woody, a cowboy doll voiced by Tom Hanks, and Buzz Lightyear, a space ranger action figure voiced by Tim Allen.

The film's innovative use of computer-generated animation was revolutionary at the time and still holds up remarkably well. The characters are brought to life with vibrant detail and expressive personalities, making them relatable and endearing to audiences of all ages.

The story delves into themes of loyalty, jealousy, and acceptance, presenting a heartfelt narrative that resonates on multiple levels. The voice performances are exceptional, with Hanks and Allen delivering standout roles that have become iconic in animation history.

While ""Toy Story"" is undeniably charming and entertaining, some might find the plot straightforward compared to the deeper narratives of its sequels. Nonetheless, its humor, creativity, and emotional depth make it a timeless classic. ""Toy Story"" remains a delightful journey of friendship and imagination that continues to captivate viewers around the world.",Falko_h1,2024-05-27
classic,"Toy story is a timeless classic and its not hard to see why the movie is funny, emotional, adventures and full of great memorable characters and scenes. there isn't very much to say about this film other than its fantastic and one I will always come back to watch time and time again.",jessbir-23618,2019-07-21
It's okay but over hyped,"I saw Toy Story in theaters when it first came out and it was alright but I wasn't impressed. Over the years I've come to dislike it rather than feeling neutral toward it. The concept of the movie wasn't new to me because I had already seen the Jim Henson film The Christmas Toy which was basically the same but instead of Woody the cowboy being the main character it was a tiger plush toy named Rigby and I prefer puppetry over CG anyway. Given that this movie was made in the early days of CG the people look really weird and fake, almost creepy, even the good characters. It seems to mainly focus on the petty squabbles between the jealous cowboy and the delusional spaceman. While the film has a few jokes the kids might not get, my over all impression is that the whole story lacks depth. You could maybe read between the lines and infer things but the movie glosses over most of the more serious stuff to keep the mood light. I didn't find any of the characters particularly likable either.",avonfoxglove,2015-11-18
Old yet still perfect,"A great film that brings some of the worlds fav toys to life and entertains children when it came out, all that time to now, and still a great movie to go back and watch once in a while, and is still coming back for more. Just simply astonishing",nathanglay,2019-01-19
Cowboy toy is replaced by space ranger toy at a boy's house. The cowboy grows jealous and mishap.,"Hilarious. Thrilling animated tale of toys in our lives. Wondrous done and fast moving. the story unfolds like smoothly and Tom hanks voice is a delight to hear as always. Toys have been a really close part of our childhood whether we care to admit or not. When i was a kid, i din't go to bed hearing bedtime stories, i went exhausted playing (swat cats and power rangers). I used to tie a towel round my neck and fly around. Cars also were a big favorite like the need for speed kind. i used to race them crash them build fortress with chess pieces and escape with the cars. I was a mad kid. Understandably so the real juice of a boy's best friend, toys. The juice of that relationship is captured and created fantastically in this movie. Got to run because there is a snake in my boot. Check the movie out.",arjunflamingfeather,2014-12-12
A film that will last for infinity and beyond,"This film will continue to delight children for many years to come and will truly last the test of time because of it's simple story and bright and interesting characters. 

This was probably one of the first family films that adults could really enjoy as well and it is a testament to Disney and Pixar that other companies have tried to do this in their own films.

The voice cast is fantastic and it is great that they all returned for the 1999 sequel as well as the soon to be released third film.

Overall this was one of the main films of my childhood and I still enjoy it very much today. No matter how many films Dreamworks milk the Shrek franchise for it will never have the heart or the humour of Toy Story.",studioAT,2010-06-13
Fun for all the family - really this time!,"The phrase ""fun for all the family"" usually means that grown-ups can expect to wish they'd watched something else.  This film is one of the rare beauties that does blend attractive visuals for the kids and a witty, funny script for the adults.  Throw away your expectations of a Disney movie, this is a step in the right direction for more ""mature"" viewers who still want to keep the young ones happy.  And we all know how pretty the film looks.  It really is a joy literally just to watch.  But the jewel in the film's crown is the sharp dialogue.  I challenge you not to laugh and Tim Allen's wonderfully self-centred Buzz Lightyear.  And his voicing is just one gem in a great cast.",a_dee_007,2000-01-11
Four E's Short Review,"Entertaining (How enjoyable is the movie to me): 10
Escapist (How involved was I in the movie's world): 10
Emotional (How much did it make me feel): 9
Enlightening (How much did I learn about the universe and myself): 8",evanborchardt,2018-12-02
One of the Top Ten Movies of the 1990s,"If there's any justice in this crazy world of ours, ""Toy Story"" will become a classic in the mode of ""The Wizard of Oz"" and ""Snow White."" I look forward to its appearing every year on television, as a much anticipated ""event.""

It certainly is groundbreaking, what with imagery that must've taken a computer system dwarfing the pentagon's to do.

But I love how well-thought-out this movie is. The plot works from beginning to end. The performances are terrific--Tom Hanks and Tim Allen don't just blather their lines onto the soundtrack, leaving it for the animators to do all the work. No, rather, they're really *acting* here, imbuing their characters with as much depth and breadth as if they'd been playing flesh-and-blood people.

Keep a sharp eye, movie lovers, inside gags abound: When Woody runs from an escaped globe, you'll think it looks just like the giant ball sequence from ""Raiders,"" and you'll be right! When Buzz walks amid a sea of tiny alien squeak-toys, Richard Dreyfuss' close encounter ""...of the Third Kind,"" of course, should echo in your mind.

The look of the movie *is* stunning--and, IMO, it ""works"" in every instance but one: Syd's dog. Instead of looking canine, he looks instead like a fur-covered football.

I wish Pixar had spent a few more pixels refining his ""look.""

But all that's quibbling. Here's a movie for every kid who whiled away an afternoon while sprawled in front of a toy box and for every adult who ever wondered what happens to those Little Tykes people once you turn off the lights and go to bed...",dweck,1999-02-01
Cornerstone cinema,"In many ways Toy Story is just as big of a film as Snow White, or My Neighbor Totoro. It is the first of its kind, really. The very first feature-length computer-animated film and the founding stone of Pixar Studios. And quite like Snow White, it is still a marvelous film. With certain, minor caveats.

First the praise. The story is still incredible. It has to be for the film to have withstood the test of time so well. It is about toys coming to life when humans are away at least partly because toys were much easier to animate than real humans (the humans in this film look scary, by the way), but great storytelling is often inspired by limitations. And that certainly applies here. Through simple childhood toys we explore the concepts of growing up, learning new things, meeting new people, dealing with failed expectations, fear of loss, abandonment and betrayal, letting go of things, and most importantly, about friendship and family. And it's all told through a fetching, relatable and kid-friendly narrative.

The characters are also a lot of fun, though as a kid I never realized what a jerk Woody (Tom Hanks) really is. Sure, that's his point, but I always though that the cowboy had something of a point. Perhaps kids see these things differently. And nevertheless, the idea that Woody was in the wrong was clear even back then.

Unfortunately what hasn't aged so well is the animation. The humans look terrible, yes, but that was clear even in 1995. But the toys were phenomenal back then. Mindblowing, quite frankly. Less so today. The movement is still really smooth and the designs are interesting, but it all looks so plasticky. The movie works around that admirably - most of the characters are made of plastic, after all - but it still leaves the movie looking flat and lifeless even when it's not supposed to look like it. I've heard it said that early hand-drawn animation looks charmingly simple, whereas early computer-animation simply looks cheap. And there's some truth to that, I'm afraid to tell.

Still, Toy Story is a classic. Not my favourite Pixar film by far, but it did start something quite wonderful.",Vartiainen,2018-02-20
The 1st CGI animated feature still falling with style!,"First, 50 years of Jaws, then 30 years of Batman Forever and now 30th anniversary of Toy Story. After watching this movie, it give me memories of watching it in 2000 with my family Honestly I didn't know Tom Hanks was lending his voice as Woody. He did it with perfection. I remember I was jumping out of my seat in excitement. For me the third part gets the top honors but always remember that the first installment deserves a round of applaud for authentic emotion and originality.",asb_deutsch,2025-09-23
"It aged a bit, but Pixar's 1st Movie still holds up 29 years later","TDLR: I felt that Toy Story 1 is overpraised, but in a good way, TS1 still holds up many years later, and the fact that many people till watch and review this movie showed that Pixar did a good job at it.

Watching the movies for the first time for Toy Story 1 was pretty magical, now I don't remember alot since I was only a kid and didn't really knew how the entertainment nor movies industry worked, I just thought it was awesome, but now that I'm much older as an 18 year old, I decided to re-watch this film and I'm actually on a marathon on watching both Pixar & Disney Films, so is going to take me a long time and prob some breaks since I do have education.

Basically, my opinion for this movie is, I honestly think is slightly overrated, hear me out, I only say this because is merely my opinion, you are allowed to disagree which I recommend, but honestly, this film was very and I mean VERY solid, it was ahead of its time, was the first movie ever made with the animations but overall the characters, the actors, the story, etc. Was quite amazing, but sadly I feel like the movie did age a bit, one of my biggest criticisms is the fact that the dog look absolutely horrendous, I will give Pixar a pass since, this was 1995, in 1995, this dog looked pretty realistic for its time, but nowadays in 2024, yea this dog look pretty ugly, I've also noticed that some of the human characters do look a bit plasticly or even toy-ish like.

Honestly, it isn't even the movie fault that I rated it quote on quote ""lower"" is just the fact that Toy Story 2 & Toy Story 3 exists, which not only expanded Toy Story Universe much better but the characters, stories and 100% the animation was improved SOOO much better.

Toy Story is one of the finest movies/films Pixar have ever delivered but I feel like people should tone it down a bit with this movie, where's the love for Toy Story 2 & 3?

Overall, this movie is pretty amazing, but I do feel like this movie isn't really that special nowadays.

Pros:
The Vocals/Actors did AMAZING as their roles, Tom Hanks nailed it as Woody and many other characters.

The Characters and Plot still holds up, it's interesting to wonder ""wait, do our toys actually move when we don't move?"" even back in 1995 this idea was quite unheard of, and Toy Story delivered phenomenally.

Cons:
The Story is rather simplistic.

The Animation is slightly dated.

Overall, an Average/Fine movie/film.",azjjude,2024-11-15
Huh?? This is in the top 250???,"OK, Toy Story is nice and yes, it is visually quite good but hello, how can this be rated as one of the greatest movies in history??? It is just entertaining at times... maybe it is better for kids... Monsters Inc. is a lot better, and if you want to see a cartoon that says something rent ""Hotaru No Haka"" aka ""The grave of the fireflies"" is Soooooooo much better....",o_cedar,2003-08-17
A classic that will never disappoint,"Toy Story is a movie that you can always count on to give you a laugh, smile and maybe even tears. An awesome movie for young children to watch, as the storyline isn't too complex. However, it is also a nice movie for all ages about the value of friendship.",RandyStanz,2020-12-10
One of the best Disney movies out there,"This is a great movie.  Enjoyable for any age, with really smooth computer animation.  If you haven't seen it, by all means, do!  Woody and Buzz make a cool, comical duo that I don't get tired of no matter how many times I see it.",yunder,1998-11-01
Plastic Fantastic,"Y'know, I always suspected that my toys were coming to life when I wasn't looking!

In Andy's Room, his toys lead lives of noisy desperation come every birthday and Christmas - no one wants to be one-upped by a new addition to the toy box. Nominally led by Cowboy Woody (there's a Brokeback joke in there just waiting to happen), Mr. Potato Head, Rex the Dinosaur, Ham the piggybank, Bo Peep, Slinky the dog and a smattering of other playthings go about their toy business of playing checkers, hanging with the hometoys and ""plastic corrosion awareness meetings,"" until Andy's birthday party, when they gather expectantly around a transistor radio, listening to the reports of their toy soldier troops ""in the field"" (downstairs watching Andy's gift-opening), hoping that no gift will be exciting enough to cause Andy to neglect *them.* There is. His name is Buzz Lightyear, Space Ranger.

Directed by Pixar mainstay John Lasseter, with the voice talents of Tom Hanks (as Woody), Don Rickles, John Ratzenberger (forever Cliff from *Cheers*), R. Lee Ermey, Annie Potts, Jim Varney and Tim Allen (as Buzz), *Toy Story* is that *rara avis* that succeeds on all levels - in its animation, storyline, character development, its messages of friendship and self-realization and, most importantly, its entertainment value. The fact that this is a cartoon (or animated feature - just what DO we call this new wave of computer-generated movies?) is incidental. Which makes the slightly dodgy animation (of the ""real people"") irrelevant - it gets the point across with or without the technological finesse.

The ""Disney Movie"" has become synonymous with maudlin messages, redneck fundamentalism, anachronistic family values, boneheaded parents, smart-mouthing youngsters, too-hip-to-be-smart teens and insufferable pets. Though Disney's tyrannical umbrella overarches this film's production studio, Pixar Animation, *Toy Story* somehow avoided all trace of Disney's craven hand, which is doubly surprising, considering this is Pixar's first feature length film, after years of experimentation. Right outa the gate and right outa the field.

Sure, there are ""messages,"" but they are heartfelt, rather than maudlin (Woody tells Buzz during Buzz's greatest depression that it matters not what Buzz thinks of himself, what makes him important is what his owner, Andy, thinks of him); there are emotional segments, which are truly heartbreaking, rather than cheesy (when Buzz's escape attempt lands him with a broken arm, proving he is Not A Flying Toy, the lyric, ""Clearly I will go sailing no more,"" launches a thousand hankies); and the portrayal of Andy's family was Pixar's triumphal achievement. Boldly contravening Disney's *idée fixe* of the 1950's nuclear family and Norman Rockwell fantasies, one of the many incarnations of a modern-day family is presented: a single mother with two kids, who are neither geniuses nor monsters, just normal children; happy to visit Pizza Planet and disappointed when favorite toys are lost.

Buzz - who believes he is a real life space ranger on a mission to save the universe - become Andy's favorite toy over Woody. The funny thing is: though Buzz believes he is real, he still adheres to toy protocol of ""playing inert"" when humans are in the area. (Maybe it's instinct?) When he mentions saving a toy from Sid, the vicious boy next door, how does he propose to do it if he is to adhere to the inert protocol? Buzz's ingenuousness regarding his role as a toy infuriates Woody to the point of attempted toy-assassination. Through a concatenation of accidents, both he and Buzz become lost and must use teamwork, trust and ingenuity to beat their path back to Andy, which finds them ensconced in scorchingly funny vignettes (Buzz fastening himself in an over-sized seatbelt; both falling in with green, three-eyed aliens; Buzz hyperventilating as ""Mrs. Nesbitt""). During a climactic rocket ride, the callback line, ""This is not flying - this is falling with style,"" simply seals this movie's greatness.

At least I now have a plausible explanation as to why my toys always got lost: after going about their toy business, they would just go inert anywhere they happened to be, instead of paying attention to their master's infallible toy filing system.",meydianarizki,2020-10-29
Masterpiece!,"I don't throw around the term masterpiece often so listen up! Ever since I was a child there have been few films that stay with me if any the way that Toy Story does. It's dips into the deepest parts of children's imaginations unlike any animated movie can. Toys that are alive? How cool is that!? Maybe I'm biased because I grew up with it but even today watching again in 2021 I'm still deeply satisfied. The characters, animation, story, and voice work is the finest you'll ever see. The entire franchise is phenomenal but of course nothing can top the original. If you haven't seen this by now you're doing a criminal disservice to yourself and possibly your children. This is the kind of movie that will live on to Infinity and Beyond!",bigham69,2021-10-19
The beginning of the computer animation movie legacy...,Toy is one of the most excellent computer-animated movies of all time.  It feels different to see through the eyes of a toy and become very immersed in the detail and action. This is an excellent movie to buy for yourself (although a Bug's Life is more hilarious)...,JohnnyJohnHildegaard,1999-05-18
Reminds me of my childhood,I watched Toy story when I was little and it was my favorite childhood movie and I really love it because it made me think a lot and when I was little I used to tip toe up the steps and down the hall and peek into my room to see if my toys were moving but they never were but I just thought they were really good and I used to talk to them all the time about my life which you will most likely think I'm weird because I talked to my toys but I talked to my dog to and you want to know why well because I love to talked and everybody was annoyed so I just talked to my stuff. But this is off subject so basically to some this up I love this movie and you should watch it and you should spread it even know everybody has most likely already watched it so you should watch it too.,izzybeth7777,2013-07-31
Hail to the First Computer-Animated Movie Ever!,"I absolutely love this movie. The animation, humor, characters, and voice acting are awesome, and Woody - played by none other than Tom Hanks - and Buzz - voiced by the one and only Tim Allen - are such great characters.

However, I will NOT tolerate Mr. Potato Head's ignorant decision to rebel against Woody for knocking Buzz out the window. Rex is very funny, though. I like the idea about toys coming to life, and the sequels are just as good and even better. ALL three movies rock!

10/10",athaggard,2019-06-07
The toys are alive,"""Toy Story"" was, as known, the first movie of Pixar that should ""conquest"" the world after Disney's hand-drawn films were consider as mediocre. Except ""Finding Nemo"" and ""Cars"", ""Toy Story"" is the best of all the Pixar films (here comes a little SPOILER; this movie is not presented with the Pixar logo at the beginning of the film, before the title credits. SPOILERS OVER). It's like some TV-series; the first seasons are sometimes the best, right?

Anyway, I watch ""Toy Story"" for the first time when I was 11 and I enjoyed it. It's never been my favorite movie of all times, but it's a enjoyable and watchable movie. The animation is gorgeous, the story is simple, but well-defined and the script is good. It's a good idea to make a CGI computer animated movie about toys that comes alive (SPOILERS; when the humans aren't watching. SPOILERS OVER).

This film has some more adult humor comparing to the Disney hand-drawn films before 1995, which is quite good. (SPOILER) Most of the characters are simple and well-defined, except the sarcastic Hamm and Mr. Potato Head (not that I dislike them, but they deliver a more sophisticated humor than the rest of the characters). Woody is a more human main character, who makes really big mistakes in the movie, but learn what's wrong and what's right. 

My favorite characters were Buzz (I absolutely love his lines), Slinky (who stand up for Woody more than he deserves) and Scud, Sid's dog, who definitely should be in the sequel. (SPOILERS OVER).

This movie has some scenes that could may be considered a little spooky for the youngest children, but for those who are 8 years old and upward, it's a suitable movie 

What I didn't like in this film is the score of Randy Newman, who is actually very annoying and too sugary for me. Unfortenaly he became the composer of most of the Pixar's film. But the songs in ""Toy Story"" are working quite all right. Not that they are so memorable, but they don't destroy the movie.

So ""Toy Story"" it's a funny and enjoyable movie worth watching.",StartingAllOver14,2007-09-22
Good beginning & end but unpleasant middle.,"I didn't care for most of the characters in this film. They were too mean spirited and I don't like Tom Hanks. The story was sadistic and I have seen better films on this theme. The Christmas Toy by Jim Henson is much warmer. On the good side I enjoyed the minor characters, especially the snake. I also liked the end title duet. The score was good too. I wasn't over impressed by the animation since I consider story & characters to be more important. Since I didn't like those I can't recommend this. But if you do want to see great animation Ice Age & Anastasia are two of the best. Disney are not as cute as they used to be and that is not a good thing. 3/10",Cylex,2002-10-20
The best CGI movie ever? Absolutely.,"Toy Story! The first ever full CGI movie stands to this day as an arguably unequivocal masterpiece of its kind. Iconic, inspirational and such an originally incorporated idea into a wonderfully captivating adventure, full to the brim with trademark character and charm, that would go on to influence a great many animated feature titles thereafter. Brilliant in itself, but for the first of its kind, absolutely outstanding.",IronDuck24,2020-02-14
One of the most watchable(& re-watchable) movies ever.,"This movie has it all. Simple enough for children to enjoy, and yet with enough subtle humour for adults to enjoy as well. In fact, this film was made more for adults than for children I suspect-much of the humour is subtle and adult oriented, and as the makers admit, many of the toys are ones they played with in their childhoods.

The toys in the film are actually better actors, and convey more emotion, than most ""actors"" in films today. Kudos to Pixar for an excellent job.

A must-see film, it has something for everyone, and loses nothing on repeated viewing. I saw it 3 times at the cinema, and then bought it on video, and have probably seen it 50 or so times at home, and yet it is still funny, and I will happily watch it again.",purplefairy,1999-11-24
A wonderful family movie!,What a wonderful movie for the whole family to enjoy!  I can hardly wait for Toy Story 2 to come out!,athena-12,1998-10-11
A Hilarious Tale Told Of Toys.,"""Toy Story"" is one of the best children's films ever. It's cute and funny, and Tom Hanks and Tim Allen are hilarious! All of the toys are very funny, and the movie is sure pleasure! A family hit! I give it a 10 out of 10!",movies2u,2001-06-18
Wonderfully majestic !!,"""Exciting and majestic"". It's fun for the youngest and the whole family. A film that started a great animation franchise in the cinema with a fun story and charismatic characters of ""sympathy with the public"".",prietoheitor,2021-01-20
One of the best animated films of all time,"This wonderful, heart-warming animated film has been considered a classic for many, many years.

The story centers around Andy's toys who live happy, fun and peaceful lives, their only concern being birthdays and Christmases, when new toys could replace them. On one such birthday Andy's favourite toy, Woody the cowboy, finds himself competing against Andy's new Buzz Lightyear action figure. When rivalries boil over, Woody tries to hide Buzz under Andy's bed, but accidentally pushes him out the window. The other toys exile Woody for this action, which leaves him no other choice, but to find Buzz and bring him back. However, with only two days before Andy's family moves, time is of the essence… 

Not only is Toy Story a terrifically fun 80 minute adventure, but it also speaks about friendship and has underlying themes of what friendship really means and the importance of it. As a matter of fact, almost all aspects of the movie (such as the story, message, animation, voice cast, tone and humour) were extremely well executed. 

For truth, this really is a great movie for everyone – young and old – and would be an excellent choice for those looking for something light- hearted and family friendly.",TheAvenger95,2014-08-11
A Monumental Achievement in the Cinema,"""Toy Story"" is a real sight to behold because it is the first feature-length, computer-animated film.  Once you get passed the amazing visual effects, you see a really great film that works because of interesting characters and a second-to-none screenplay.  Even the roughest of critics would have trouble finding problems with this winner.  5 stars out of 5.",tfrizzell,2000-08-03
Emotional manipulation at its finest,"I think we're going to look back at Pixar in 20 years as a study in how to manipulate audience emotions and psychological fine-tuning. This is a classic. At the time, objectively, it's an 8 or 9. But now, watching it again, especially with kids, it becomes obvious that they took an ""inflation adjusted"" CG-friendly aesthetic (toys) and invented the now-popular methods of emotional engineering.",ziptorn,2019-05-02
"Friendship, Jealousy, and Perfect Storytelling","Toy Story is where Pixar's magic truly began.

Rewatching it was like revisiting the moment animation grew up. The film may look simple now, but its storytelling still sparkles... a perfect mix of humor, warmth, and emotional honesty. Woody's jealousy and Buzz's delusion about being a ""real"" space ranger remain brilliantly written and instantly relatable.

Tom Hanks and Tim Allen bring heart and wit to their roles, making the film soar beyond its digital novelty. What surprised me on rewatch is how sharp the pacing and dialogue still feel-- not a wasted frame.

It's funny, touching, and quietly profound about change, friendship, and growing up.

Verdict: A groundbreaking 8.5/10 - the rare movie that shaped childhoods and still holds up beautifully.",FiftyTwo_52,2025-10-16
"Like William T Sherman, but worse","This film fills me with more rage than the burning of Atlanta. I can't believe this was a movie that was actually made.

Although, Buzz Lightyear can take me to infinity and beyond.",Robert-E-Lee,2021-07-28
One of the greatest movies ever made,"I was a teenager when Toy Story was released in 1995. This means that I was both too old (and too young) to have much interest in it, and I gave it a miss.

I thereafter ended up spending a couple decades of my life living in a world surrounded by Toy Story stuff, but never having seen it or any of its sequels.

It was only after growing up and having kids of my own that I finally got around to watching it, with them. And only then did I realize what an absolutely wonderful movie this was.

The existing reviews already cover all the things that make it so good and I'm not sure I can add much too what has already been said. I will just say that I've watched it (and its sequels) several times now (at my kid's requests) and somehow it doesn't get old or tiresome with repeated viewing, for them or me. The story and the character's emotional pull is just incredibly resilient. It makes me laugh, it makes me cry. I don't know of any other movie series that has done that to me.",rainydayjapan,2023-09-12
You got a friend in me!,"I'm giving it a 10 because I watched it everyday when I was a little bitty boy. Toy Story is one of my all time fave cartoon movies of all time. First of all, what a way to start off a studio.

Before, I'm sure Pixar made shorts and ads but then decided to enroll in making the first Cartoon movie of all time. (Too bad Canadians beat it to the punch with 'ReBoot' on TV but that looks like an OG Xbox game) TOY STORY!

The pacing and chemistry between these charming casts of characters cannot be understated. We have themes of overcoming jealousy and becoming unlikely friends. Themes of being disabled and pining to work again. Here we have Buzz and Woody. Sheriff Woody was the leader of all toys and beloved by all until... Andy's 6th birthday! He got a Buzz Lightyear! Buzz Lightyear to the rescue! Everyone was impressed by his abilities when he really was no better than Woody. Woody becomes jealous and kicks Buzz out of the house on accident. Just watch it for yourself.

Anyway, the story is full of thrills, action and adventure. Car chases galore.

Meet Toys both real and fake. From Mr. Potato heads to Woodies.

The older I get, the more awesome Toy Story is. Not because I understand the lack there of secret raunchy jokes. But because I can understand what they are saying. Jokes about plastic preservation meetings for aging toys.

Fear in awe at the childhood nightmare inducing scenes of Sid's bedroom, a place full of mutilated and mutated toys, or Pizza planet a moody zone for aliens.

Toy Story's animation and graphics have aged well, If you're not watching on a Blu-Ray. In HD you will notice Blurry low resolution textures on Rex's skin, wood paneling, and bed spreads. As well as some very poor non toy 3D models. Despite it's overclocked PS3 aesthetics, this will be fooling no kid because it's such of a beautiful and cute movie full of detail and life in each frame. This is insane for a 1995 movie that was basically made in 1994.

The soundtrack is orchestrated by Randy Newman, you get to hear his drunk man's voice through out the movie. Tim Hanks and Tim Allen come together to voice all the characters as well as a star studded cast.

But don't you ever question how the toys talk.

Watch the movie. You'll love it.",nyarnebbanot,2025-07-29
